품종,지역,측정 날짜,평균 당도,씨앗,산도,당산비,과일 갯수,평균 너비,장폭비,무게,평균 무게,색상,질감,껍질 두께,평균 씨앗 수,내부색상,내부색상,,과즙 무게,과즙 비율,평균길이,길이,너비,줄리안 날짜,대목,수령,당도1,당도2,산도1,산도2,평균 산도 측정
Nichinan,Lindcove,2014-09-23,6.7,,0.47,14.16,10,6.31,0.91,1163.2,116.32,4.5,3.5,45,0.3,10 LT OR,2,,397.4,34.16,5.74,57.4,63.1,266,CZO,4,6.7,6.7,1.93,1.95,1.94
Nichinan,Lindcove,2013-09-24,8.5,,0.71,11.92,10,6.27,0.89,1080.5,108.05,5,4,18,0.1,10 MED OR,3,,339.3,31.4,5.58,55.8,62.7,267,CZO,3,8.5,8.5,2.88,3.01,2.95
Nichinan,Lindcove,2013-09-24,7.8,,0.78,10.05,10,5.96,0.93,979.7,97.97,5,3,17,0.2,10 MED OR,3,,359.3,36.67,5.57,55.7,59.6,267,C35,3,7.8,7.8,3.16,3.24,3.2
Nichinan Ichigo,Riverside,2016-09-26,9.1,,0.59,15.49,10,6.98,0.91,1398.6,139.86,5.1,6.5,54,0,10 LT OR,2,,510.6,36.51,6.33,63.3,69.8,270,CZO,5,9.1,9.1,2.47,2.4,2.43
Nichinan Ichigo,Riverside,2016-09-26,9.15,,0.68,13.46,10,6.94,0.82,1202.8,120.28,5.4,6.7,47,0,10 LT OR,2,,384.8,31.99,5.68,56.8,69.4,270,CZO,5,9.2,9.1,2.84,2.79,2.82
Nichinan Ichigo,Riverside,2013-09-26,7.75,,0.82,9.56,10,6.59,0.88,1211.4,121.14,5,5,19,0.2,10 MED OR,3,,419.4,34.62,5.82,58.2,65.9,269,CZO,3,7.8,7.7,3.39,3.34,3.36
Nichinan Ichigo,Riverside,2013-09-26,7.05,,0.63,11.36,10,6.69,1.01,1199.3,119.93,6,3,17,0.1,10 MED OR,3,,419.8,35,6.78,67.8,66.9,269,CZO,3,7.1,7,2.59,2.55,2.57
Nichinan,Lindcove,2016-09-28,7.15,,0.43,16.72,10,6.71,0.88,1363.6,136.36,4.5,4.6,34,0.1,10 LT OR,2,,473.8,34.75,5.93,59.3,67.1,272,CZO,6,7.2,7.1,1.77,1.74,1.76
Nichinan,Lindcove,2016-09-28,8.25,,1.03,8.02,10,5.87,0.84,920.8,92.08,3.8,3.6,31,1.9,10 LT OR,2,,405,43.98,4.92,49.2,58.7,272,C34,6,8.3,8.2,4.22,4.28,4.25
Nichinan Ichigo,Riverside,2015-09-28,8.5,,0.67,12.64,10,6.58,0.82,1036.3,103.63,4.6,3,41.2,0.6,10 MED OR,3,,350.5,33.82,5.37,53.7,65.8,271,CZO,4,8.5,8.5,2.8,2.76,2.78
Nichinan Ichigo,Riverside,2015-09-28,7.15,,0.6,11.94,10,6.72,0.93,1272.7,127.27,4.1,2.5,45.1,0,10 LT OR,2,,393,30.88,6.22,62.2,67.2,271,CZO,4,7.2,7.1,2.49,2.43,2.46
Nichinan,Lindcove,2014-10-13,7.75,,0.47,16.25,5,6.24,0.85,517.4,103.48,5,3.5,22,0,5 MED OR,3,,184.8,35.72,5.3,26.5,31.2,286,CZO,4,7.7,7.8,1.95,1.95,1.95
Nichinan Ichigo,Riverside,2013-10-14,8.95,,0.76,11.71,10,7.23,0.89,1456,145.6,7,3,31,0,10 MED OR,3,,435.7,29.92,6.46,64.6,72.3,287,CZO,3,8.9,9,3.12,3.18,3.15
Nichinan Ichigo,Riverside,2013-10-14,8.1,,0.72,11.26,10,7.13,0.84,1271.8,127.18,7,3,24,0,10 MED OR,3,,371.8,29.23,5.99,59.9,71.3,287,CZO,3,8.1,8.1,2.95,2.99,2.97
Nichinan Ichigo,Riverside,2014-10-14,6.55,,0.63,10.47,10,7.33,0.83,1354.1,135.41,6.5,7,36,0.4,10 MED OR,3,,384.3,28.38,6.09,60.9,73.3,287,CZO,4,6.6,6.5,2.57,2.59,2.58
Nichinan Ichigo,Riverside,2014-10-14,5.4,,0.55,9.75,10,7.51,0.82,1441.6,144.16,6,6.5,56,0,10 MED OR,3,,391.5,27.16,6.15,61.5,75.1,287,CZO,4,5.4,5.4,2.25,2.27,2.26
Nichinan,Lindcove,2016-10-17,5.95,,0.44,13.55,5,7.12,0.85,737,147.4,4.1,4.1,18,0.8,10 MED OR,3,,196,26.59,6.02,30.1,35.6,291,CZO,6,5.9,6,1.78,1.82,1.8
Nichinan,Lindcove,2016-10-17,8.1,,0.48,16.76,10,7.06,0.81,1483.4,148.34,4.9,4.9,38,0.4,10 MED OR,3,,571.4,38.52,5.74,57.4,70.6,291,C35,6,8.1,8.1,2.03,1.96,1.99
Nichinan Ichigo,Riverside,2016-10-17,8.8,,0.62,14.3,10,5.97,1.51,1244.6,124.46,8.85,2.5,54,0.3,10 MED OR,3,,394.6,31.7,8.99,89.9,59.7,291,CZO,5,8.8,8.8,2.53,2.57,2.55
Nichinan Ichigo,Riverside,2016-10-17,8.75,,0.66,13.31,10,5.73,1.21,1120.2,112.02,11,3,87,0,10 MED OR,3,,294.4,26.28,6.94,69.4,57.3,291,CZO,5,8.7,8.8,2.7,2.73,2.72
Nichinan,Lindcove,2013-10-18,8.2,,0.59,13.88,5,6.3,0.86,509.3,101.86,5,3,20,0,5 MED OR,3,,77.9,15.3,5.4,27,31.5,291,CZO,3,8.2,8.2,2.47,2.41,2.44
Nichinan,Lindcove,2013-10-18,8.75,,0.82,10.61,10,6.63,0.91,1313.1,131.31,5,3,30,0.2,10 MED OR,3,,342,26.05,6.01,60.1,66.3,291,C35,3,8.7,8.8,3.3,3.48,3.39
Nichinan,Lindcove,2015-10-19,5.1,,0.48,10.66,10,6.64,0.92,1157.3,115.73,5.5,3,50,0.6,10 LT OR,2,,247.7,21.4,6.14,61.4,66.4,292,CZO,5,5.1,5.1,1.96,1.94,1.95
Nichinan,Lindcove,2015-10-19,4.85,,0.43,11.37,10,6.78,0.96,1338.2,133.82,4.7,3,53,0.4,10 LT OR,2,,399.5,29.85,6.54,65.4,67.8,292,C35,5,4.9,4.8,1.74,1.74,1.74
Nichinan Ichigo,Riverside,2015-10-19,8.25,,0.63,13.13,10,7.02,0.81,1322.5,132.25,4,4,58,0.3,10 MED OR,3,,422.5,31.95,5.72,57.2,70.2,292,CZO,4,8.3,8.2,2.59,2.6,2.6
Nichinan Ichigo,Riverside,2015-10-19,7.25,,0.55,13.22,10,7.48,0.83,1526.2,152.62,4,4,60,0.8,10 MED OR,3,,398.1,26.08,6.22,62.2,74.8,292,CZO,4,7.2,7.3,2.23,2.28,2.26
Nichinan Ichigo,Riverside,2015-11-06,8.35,,0.53,15.86,10,6.88,0.77,1048.8,104.88,10.5,6.5,46,0.3,10 MED OR,3,,249.3,23.77,5.33,53.3,68.8,310,CZO,4,8.4,8.3,2.17,2.17,2.17
Nichinan Ichigo,Riverside,2015-11-06,7.8,,0.5,15.59,10,7.93,0.84,1662.4,166.24,8.5,6.7,51,0.5,10 MED OR,3,,279.7,16.83,6.67,66.7,79.3,310,CZO,4,7.8,7.8,2.07,2.05,2.06
Nichinan,Lindcove,2016-11-07,9.2,,0.51,18.18,10,7.28,0.8,1503.2,150.32,10.9,5.1,40,0.5,10 MED OR,3,,386,51.36,5.84,58.4,72.8,312,C35,6,9.2,9.2,2.13,2.07,2.1
Nichinan Ichigo,Riverside,2016-11-07,8.4,,0.46,18.41,10,7.44,0.84,1439.8,143.98,11.3,5.4,84,0,10 MED OR,3,,368.8,25.61,6.27,62.7,74.4,312,CZO,5,8.4,8.4,1.89,1.88,1.89
Nichinan Ichigo,Riverside,2016-11-07,11.35,,0.73,15.6,10,6.93,0.82,1042.4,104.24,12.2,4.1,87,0.3,10 MED OR,3,,273.8,26.27,5.71,57.1,69.3,312,CZO,5,11.4,11.3,3.01,3.07,3.04
Nichinan,Lindcove,2015-11-09,5.15,,0.53,9.73,10,7.23,0.85,1253.7,125.37,11.2,3.2,51,0,MED OR,3,,91.1,14.53,6.15,61.5,72.3,313,CZO,5,5.1,5.2,2.17,2.14,2.16
Nichinan,Lindcove,2015-11-09,6.45,,0.44,14.77,5,6.44,0.82,411.5,82.3,11.1,3.1,19,0,MED OR,3,,55.5,13.49,5.26,26.3,32.2,313,?,?,6.5,6.4,1.8,1.78,1.79
Nichinan Ichigo,Riverside,2014-11-10,7,,0.44,15.98,10,8.37,0.81,1662.3,166.23,9.4,3,44,0,10 MED OR,3,,384.3,23.12,6.8,68,83.7,314,CZO,4,7,7,1.8,1.8,1.8
Nichinan Ichigo,Riverside,2014-11-10,8.05,,0.49,16.64,10,7.47,0.82,1446,144.6,11,3,52,0,10 MED OR,3,,391.5,27.07,6.15,61.5,74.7,314,CZO,4,8.1,8,2,2.01,2.01
Nichinan,Lindcove,2013-11-11,8.55,,0.7,12.08,10,6.8,0.91,1144.7,114.47,8,3,27,0.6,10 MED OR,3,,298.2,26.05,6.2,62,68,315,C35,3,8.5,8.6,2.89,2.92,2.91
Nichinan Ichigo,Riverside,2013-11-11,10.15,,0.77,13.13,9,8.16,0.84,1308.9,145.43,11,3,35,0,9 MED OR,3,,299,22.84,6.89,62,73.4,315,CZO,3,10.1,10.2,3.15,3.25,3.2
Nichinan Ichigo,Riverside,2013-11-11,10.75,,0.74,14.43,10,6.6,0.84,1028.9,102.89,11,3,24,0.2,10 MED OR,3,,250.7,24.37,5.55,55.5,66,315,CZO,3,10.7,10.8,3.16,3.02,3.09
Okitsu Wase,Riverside,2013-08-30,8.45,,2.58,3.3,10,5.15,1.02,685.6,68.56,4,3,34,1.3,V LT OR,2,,214.7,31.32,5.25,52.5,51.5,242,CZO,29,8.5,8.4,10.668,10.642,10.655
Okitsu Wase,Riverside        ,2012-08-31,11.5,,1.4,8.22,10,4.3,0.94,388.5,38.85,4,2,20,0.8,10 LT OR,2,,182.3,46.92,4.04,40.4,43,244,CZO,28,11.5,11.5,5.88,5.83,5.85
Okitsu Wase,Riverside         ,2012-08-31,10.55,,1.53,6.93,10,4.54,0.97,462.3,46.23,4,2,20,0.6,10 LT OR,2,,205.5,44.45,4.4,44,45.4,244,CZO,28,10.6,10.5,6.26,6.49,6.37
Okitsu Wase,Lindcove         ,2013-09-03,6.95,,2.15,3.26,10,5.1,1.04,690.7,69.07,4,2.5,22,0.5,10 LT OR,2,,298,43.14,5.32,53.2,51,246,TROY,21,7,6.9,8.914,8.726,8.82
Okitsu Wase,Lindcove         ,2013-09-03,9.25,,2.05,4.53,10,5.28,1.03,743.8,74.38,4,2.5,21,0.2,10 MD OR,3,,341.6,45.93,5.45,54.5,52.8,246,TROY,21,9.3,9.2,8.42,8.598,8.509
Okitsu Wase,Lindcove         ,2012-09-04,10.2,,2.28,4.48,10,4.9,1.05,599.7,59.97,4,3,32,1.2,10 LT OR,2,,242.3,40.4,5.13,51.3,49,248,TROY,20,10.2,10.2,9.39,9.55,9.47
Okitsu Wase,Lindcove         ,2012-09-04,10.2,,2.34,4.37,10,4.85,1.05,571.7,57.17,4,3,33,0.9,10 LT OR,2,,219.3,38.36,5.1,51,48.5,248,TROY,20,10.2,10.2,9.62,9.82,9.72
Okitsu Wase,Lindcove         ,2013-09-24,10.05,,1.5,6.67,10,5.23,0.97,734.8,73.48,4,4,13,0.3,10 MED OR,3,,311.2,42.35,5.06,50.6,52.3,267,TROY,21,10,10.1,5.984,6.484,6.234
Okitsu Wase,Lindcove         ,2013-09-24,10.55,,1.35,7.83,10,5.61,0.9,869.8,86.98,3,4,15,0.2,10 MED OR,3,,357.3,41.08,5.56,55.6,56.1,267,TROY,21,10.6,10.5,5.694,5.588,5.641
Okitsu Wase,Lindcove        ,2012-09-24,11,,1.37,8.06,10,5.35,0.98,750,75,4.5,2.5,19,0.7,10 LT OR,2,,335.6,44.75,5.25,52.5,53.5,268,TROY,20,11,11,5.64,5.76,5.7
Okitsu Wase,Lindcove         ,2012-09-24,9.3,,1.43,6.5,10,5.33,0.94,737.9,73.79,4.5,2.5,18,0.9,10 LT OR,2,,346.9,47.01,5,50,53.3,268,TROY,20,9.3,9.3,5.91,5.96,5.94
Okitsu Wase,Riverside        ,2012-09-24,10.7,,0.97,11.08,10,4.62,0.93,457.3,45.73,4,3,12,0.6,10 MED OR,3,,191.1,41.79,4.28,42.8,46.2,268,CZO,28,10.7,10.7,3.98,4.07,4.03
Okitsu Wase,Riverside        ,2012-09-24,8.95,,1.03,8.7,10,4.77,0.98,523.7,52.37,4,4,20,1.9,10 MED OR,3,,213.9,40.84,4.67,46.7,47.7,268,CZO,28,9,8.9,4.16,4.4,4.28
Okitsu Wase,Lindcove         ,2011-09-26,12.35,,1.73,7.12,10,4.68,0.97,503.2,50.32,4,2.5,21,0,10 OR,3,,225.9,44.89,4.56,45.6,46.8,269,TROY,19,12.3,12.4,7.3,7.2,7.25
Okitsu Wase,Lindcove         ,2011-09-26,12.1,,1.48,8.15,10,4.8,0.95,535.5,53.55,3.8,2.5,24,0.5,10 OR,3,,255.3,47.68,4.57,45.7,48,269,TROY,19,12.1,12.1,6.28,6.17,6.22
Okitsu Wase,Riverside        ,2010-09-26,8.05,,1.53,5.23,10,5.33,0.97,736.1,73.61,3.4,3,39,1.1,"5 LT OR, 5 GR OR",2,,241,32.74,5.16,51.6,53.3,269,CZO,26,8,8.1,6.38,6.23,6.31
Okitsu Wase,Riverside        ,2010-09-26,9.75,,1.44,6.83,10,4.83,0.92,540.7,54.07,3.6,2.5,28,4,"6 LT OR, 2 VLT OR, 2 GR OR",2,,245.8,45.46,4.44,44.4,48.3,269,CZO,26,9.8,9.7,5.9,6.02,5.96
Okitsu Wase,Riverside        ,2011-09-28,9.05,,1.52,5.91,10,5.38,0.97,750.9,75.09,4,2,19,0.6,"6 LT OR, 4 OR",2,,357.2,47.57,5.22,52.2,53.8,271,CZO,27,9,9.1,6.3,6.32,6.31
Okitsu Wase,Riverside        ,2011-09-28,9.85,,0.86,11.47,10,5.13,0.89,628.5,62.85,4,2,16,0.6,"9 OR, 1 LT OR",3,,313.2,49.83,4.59,45.9,51.3,271,CZO,27,9.9,9.8,3.61,3.56,3.59
Okitsu Wase,Lindcove         ,2010-09-29,12.5,,1.87,6.67,10,4.16,1.06,383.9,38.39,3.4,3,37,1.1,10 LT OR,2,,100.8,26.26,4.4,44,41.6,272,TROY,18,12.5,12.5,7.84,7.91,7.87
Okitsu Wase,Lindcove         ,2010-09-29,12.7,,1.87,6.8,10,4.5,1.03,465.9,46.59,3.8,3,36,0.3,"9 MED OR, 1 LT OR",3,,160.9,34.54,4.64,46.4,45,272,TROY,18,12.7,12.7,7.78,7.91,7.85
Okitsu Wase,Lindcove         ,2012-10-12,10.55,,1.27,8.35,10,6.32,0.96,872.3,87.23,4.5,4,24,1.1,10 MED OR,3,,462.8,53.06,6.06,60.6,63.2,286,TROY,20,10.6,10.5,5.25,5.33,5.29
Okitsu Wase,Lindcove         ,2012-10-12,10.7,,1.2,8.94,10,6.34,0.96,827.8,82.78,5,3.8,20,1.3,10 MED OR,3,,458.1,55.34,6.06,60.6,63.4,286,TROY,20,10.7,10.7,4.99,4.99,4.99
Okitsu Wase,Riverside        ,2012-10-15,11.95,,0.67,17.94,10,4.63,0.9,462.2,46.22,5,3,16,0.5,10 MED OR,3,,191.8,41.5,4.15,41.5,46.3,289,CZO,28,12,11.9,2.83,2.77,2.8
Okitsu Wase,Riverside        ,2012-10-15,9.9,,0.73,13.6,10,4.93,0.94,565.3,56.53,4,3,14,0.9,10 MED OR,3,,246.1,43.53,4.62,46.2,49.3,289,CZO,28,9.9,9.9,2.96,3.09,3.03
Okitsu Wase,Lindcove          ,2010-10-17,14.75,,1.66,8.9,10,5.01,1.02,593.5,59.35,5.4,3,34,0.4,10 MED OR,3,,226.5,38.16,5.11,51.1,50.1,290,TROY,18,14.8,14.7,7.06,7.03,7.05
Okitsu Wase,Lindcove         ,2010-10-17,13.5,,1.52,8.89,10,5.08,0.98,613.8,61.38,5.6,1.5,33,0.9,10 MED OR,3,,262.2,42.72,4.96,49.6,50.8,290,TROY,18,13.5,13.5,6.4,6.4,6.4
Okitsu Wase,Lindcove          ,2011-10-17,13.45,,1.46,9.18,10,4.66,0.92,482.2,48.22,5.6,2,26,0.4,10 MED OR,3,,215.9,44.77,4.3,43,46.6,290,TROY,19,13.4,13.5,6.23,6.08,6.16
Okitsu Wase,Lindcove        ,2011-10-17,13.5,,1.43,9.32,10,4.86,0.95,541.8,54.18,5.4,2,23,1.2,10 MED OR,3,,261.1,48.19,4.6,46,48.6,290,TROY,19,13.3,13.7,5.94,6.09,6.02
Okitsu Wase,Riverside         ,2010-10-17,7.35,,0.89,8.17,10,5.87,0.99,942.6,94.26,3.6,2.5,36,1.3,"3 MED OR, 6 LT OR",2,,415.8,44.11,5.79,57.9,58.7,290,CZO,26,7.3,7.4,3.63,3.73,3.68
Okitsu Wase,Riverside        ,2010-10-17,7.3,,0.87,8.35,10,6.15,0.9,1070.8,107.08,3.4,1.5,28,0.3,"6 MED, 1 LT OR, 2 V LT OR",3,,563,52.58,5.55,55.5,61.5,290,CZO,26,7.3,7.3,3.64,3.55,3.6
Okitsu Wase,Lindcove         ,2013-10-18,11.6,,1.07,10.85,10,5.82,0.98,913.4,91.34,6,4,17,0.7,10 MED OR,3,,340.9,37.32,5.72,57.2,58.2,291,TROY,21,11.6,11.6,4.502,4.446,4.474
Okitsu Wase,Lindcove         ,2013-10-18,11.9,,1.25,9.49,10,6.03,1.03,1051.6,105.16,6,4,19,0.2,10 MED OR,3,,408.6,38.86,6.21,62.1,60.3,291,TROY,21,11.9,11.9,5.182,5.324,5.253
Okitsu Wase,Riverside        ,2011-10-19,10.15,,0.97,10.52,10,5.83,1,922,92.2,5,3,24,0.2,10 OR,3,,446.9,48.47,5.81,58.1,58.3,292,CZO,27,10.2,10.1,4.09,3.98,4.04
Okitsu Wase,Riverside        ,2011-10-19,10.65,,0.93,11.42,10,5.32,0.93,686,68.6,6,2.5,12,0.9,10 OR,3,,342.8,49.97,4.94,49.4,53.2,292,CZO,27,10.6,10.7,3.98,3.76,3.87
Okitsu Wase,Lindcove         ,2012-11-05,10.05,,1.07,9.34,10,5.89,0.94,963.1,96.31,11,3,10,2.3,10 MED OR,3,,426.9,44.33,5.54,55.4,58.9,310,TROY,20,10,10.1,4.33,4.58,4.46
Okitsu Wase,Lindcove         ,2012-11-05,10.5,,1.12,9.36,11,5.07,0.98,816.9,74.26,11,4,10,0.64,10 MED OR,3,,347.5,42.54,4.98,54.8,55.8,310,TROY,20,10.5,10.5,4.71,4.64,4.67
Okitsu Wase,Riverside        ,2012-11-05,10.8,,0.62,17.33,10,4.33,0.96,394.8,39.48,8.5,3,12,0.5,10 MED OR,3,,167.8,42.5,4.16,41.6,43.3,310,CZO,28,10.8,10.8,2.61,2.59,2.6
Okitsu Wase,Riverside         ,2012-11-05,9.2,,0.52,17.74,10,4.57,0.96,460.2,46.02,6,3.5,16,1.4,10 MED OR,3,,178.4,38.77,4.37,43.7,45.7,310,CZO,28,9.2,9.2,2.19,2.11,2.15
Okitsu Wase,Lindcove          ,2010-11-07,17.4,,1.42,12.02,10,5.45,1.07,714.8,71.48,7,3.5,40,0.7,10 MED OR,3,,208.9,29.22,5.85,58.5,54.5,311,TROY,18,17.1,17.7,6.04,6.15,6.1
Okitsu Wase,Lindcove          ,2010-11-07,16.7,,1.43,11.69,10,5.15,1.08,616.8,61.68,7.6,2.5,42,0.4,10 MED OR,3,,210.9,34.19,5.58,55.8,51.5,311,TROY,18,16.7,16.7,6.01,6.2,6.1
Okitsu Wase,Riverside        ,2011-11-07,10.65,,0.92,11.67,10,5.71,0.9,824.9,82.49,5.5,2,28,0.7,10 MED OR,3,,394.1,47.78,5.15,51.5,57.1,311,CZO,27,10.7,10.6,3.92,3.73,3.82
Okitsu Wase,Riverside        ,2011-11-07,12.2,,0.75,16.32,10,5.49,0.86,690.1,69.01,6.3,2,31,0.4,10 MED OR,3,,337.5,48.91,4.73,47.3,54.9,311,CZO,27,12.2,12.2,3.14,3.13,3.14
Okitsu Wase,Riverside        ,2010-11-07,6.65,,0.48,13.81,10,6.27,0.91,1107.8,110.78,5.6,2.5,30,2.7,10 MED OR,3,,451,40.71,5.7,57,62.7,311,CZO,26,6.6,6.7,1.94,1.98,1.96
Okitsu Wase,Riverside        ,2010-11-07,8.8,,0.85,10.33,10,6.05,0.9,1006.3,100.63,5.5,2.5,31,1.1,10 MED OR,3,,435.1,43.24,5.45,54.5,60.5,311,CZO,26,8.8,8.8,3.49,3.57,3.53
Okitsu Wase,Lindcove         ,2011-11-10,15.1,,1.45,10.38,10,4.78,0.93,506.8,50.68,7.5,2,28,0.3,10 MED OR,3,,194.5,38.38,4.43,44.3,47.8,314,TROY,19,15.1,15.1,6.14,6.2,6.17
Okitsu Wase,Lindcove         ,2011-11-10,15.1,,1.33,11.33,10,4.71,0.95,480.7,48.07,7.6,2,21,0.2,10 MED OR,3,,202.8,42.19,4.47,44.7,47.1,314,TROY,19,15.1,15.1,5.79,5.52,5.66
Okitsu Wase,Lindcove         ,2013-11-11,12.85,,0.97,13.25,10,5.95,0.98,986.2,98.62,12,3,24,0.4,10 MED OR,3,,363,36.81,5.82,58.2,59.5,315,TROY,21,12.8,12.9,4.136,3.992,4.064
Okitsu Wase,Lindcove         ,2013-11-11,12.55,,0.94,13.42,10,6.31,0.96,1118.2,111.82,12,3,26,0.3,10 MED OR,3,,403.3,36.07,6.05,60.5,63.1,315,TROY,21,12.6,12.5,3.976,3.912,3.944
OKITSU WASE,Riverside,2004-09-20,8.7,,1.76,4.98,10,4.88,0.94,545.9,54.59,4.5,2,32,0.3,LT. GR. OR.,1,,247.7,45.37,4.59,45.9,48.8,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2004-09-20,9.2,,1.31,7.05,10,5.26,0.94,674.1,67.41,4.5,2.5,38,0.1,LT. GR. OR.,1,,306,45.39,4.95,49.5,52.6,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2009-09-25,9.7,,0.843,11.5,10,4.88,0.94,545.9,54.59,4.5,2,34,0.3,LT. GR. OR.,1,,247.7,45.37,4.59,45.9,48.8,268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2009-09-25,10.3,,0.76,13.561,10,5.26,0.94,674.1,67.41,4.5,2.5,38,0.1,LT. GR. OR.,1,,306,45.39,4.95,49.5,52.6,268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2002-09-26,9.4,,1.3,7.21,10,5.19,0.89,650.6,65.06,5,2,31,0.2,BRIGHT ORANGE,2,,278.2,42.76,4.64,46.4,51.9,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2002-09-26,10.4,,0.99,10.51,10,5.38,0.94,709,70.9,4.5,2.5,31,0,BRIGHT ORANGE,2,,279.8,39.46,5.05,50.5,53.8,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,1995-09-26,12.1,,0.83,14.56,10,5.45,0.88,720.5,72.05,8.2,2,37,0.1,DARK ORANGE,0,,293.2,40.69,4.82,48.2,54.5,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,1995-09-26,12.2,,0.83,14.75,10,5.74,0.89,806.6,80.66,7.5,3,94,0.4,BRIGHT ORANGE,2,,354.1,43.9,5.11,51.1,57.4,269,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,1998-09-28,8.1,,1.75,4.63,10,5.73,0.93,887.1,88.71,5.25,2,32,0.6,BRIGHT ORANGE,2,,436.2,49.17,5.34,53.4,57.3,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,1998-09-28,8.2,,1.72,4.75,10,5.33,0.92,685.4,68.54,8.5,2,32,1,BRIGHT ORANGE,2,,320.3,46.73,4.89,48.9,53.3,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,2009-09-28,11.1,,1.293,8.582,10,5.7,0.96,880,88,11.5,2.5,31,1.3,BRIGHT ORANGE,2,,455.3,51.74,5.48,54.8,57,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,2009-09-28,11.8,,1.246,9.471,10,7.18,1.02,1679.3,167.93,5.2,3.5,49.5,0.6,BRIGHT ORANGE,2,,628.5,37.43,7.31,73.1,71.8,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2000-09-27,11.6,,0.1,11.61,10,5.17,1.21,673.1,67.31,4,2.5,23,1.4,BRIGHT ORANGE,2,,319.9,47.53,6.25,62.5,51.7,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2000-09-27,11.6,,0.92,12.66,10,5.13,1.03,671.1,67.11,4,2,26,0.6,ORANGE,3,,306.5,45.67,5.29,52.9,51.3,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Irvine,2000-09-28,7.1,,1.13,11.5,10,4.72,0.81,422.2,42.22,6,2,22,0.3,LIGHT ORANGE,2,,180.3,42.7,3.84,38.4,47.2,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Irvine,2000-09-28,8.2,,1.16,7.1,10,4.47,0.83,418.7,41.87,6,2,21,0.4,LIGHT ORANGE,2,,175.9,42.01,3.72,37.2,44.7,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,2008-09-29,12.7,,1.699,7.477,10,7.57,0.96,1856.4,185.64,5.5,3,51,1.8,BRIGHT ORANGE,2,,780.4,42.04,7.24,72.4,75.7,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Lindcove,2008-09-29,13.8,,1.711,8.092,10,5.81,0.9,943.6,94.36,4,2,28,0.2,LT.-BR. OR,2,,467.1,49.5,5.21,52.1,58.1,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2008-09-29,10,,0.806,12.409,10,6.64,1.07,1357.4,135.74,5,3.5,41,2.8,BRIGHT ORANGE,2,,549.7,40.5,7.1,71,66.4,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,2008-09-29,7.4,,0.52,14.125,10,6.68,1.04,1387,138.7,4.5,3,35,0.7,BRIGHT ORANGE,2,,620.2,44.72,6.95,69.5,66.8,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,1997-09-30,11,,0.66,16.62,10,6.34,0.97,1126.3,112.63,11,2.5,32,1.4,BRIGHT ORANGE,2,,491.9,43.67,6.15,61.5,63.4,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Riverside,1997-09-30,11.7,,0.69,17.06,10,6.11,0.98,1055.8,105.58,11,2,38,0.7,BRIGHT ORANGE,2,,474.8,44.97,5.99,59.9,61.1,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Irvine,1998-10-01,7.9,,1.07,7.37,10,4.69,0.81,432.2,43.22,7,3,22,1.1,BRIGHT ORANGE,2,,193.6,44.79,3.8,38,46.9,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OKITSU WASE,Irvine,1998-10-01,8.6,,1.06,8.13,10,4.96,0.82,521,52.1,8.4,3,24,1,BRIGHT ORANGE,2,,240,46.07,4.07,40.7,49.6,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A
